bacteria;sys_id;type;subtype;hit_id;gene_name;cluster_80_80;cluster_99_99;cluster_999_999
ROAR061;ESCO.0423.00124.0005i_CAS_Class1-Subtype-I-E_3767;CasFinder;CAS_Class1-Subtype-I-E;ESCO.0423.00124.0005i_01504;cse2gr11_I-E_1;ESCO.0423.00016.0058i_01988;ESCO.0423.00066.0015i_03437;ESCO.0423.00066.0015i_03437
ROAR061;ESCO.0423.00124.0005i_MazEF_2015;MazEF;MazEF;ESCO.0423.00124.0005i_01521;MazEF__MazE;ESCO.0423.00001.0001i_03735;ESCO.0423.00001.0001i_03735;ESCO.0423.00001.0001i_03735
ROAR061;ESCO.0423.00124.0005i_MazEF_2015;MazEF;MazEF;ESCO.0423.00124.0005i_01520;MazEF__MazF;ESCO.0423.00001.0001i_03734;ESCO.0423.00001.0001i_03734;ESCO.0423.00002.0001i_02781
ROAR061;ESCO.0423.00124.0008i_MazEF_2281;MazEF;MazEF;ESCO.0423.00124.0008i_02228;MazEF__MazE;ESCO.0423.00001.0001i_05294;ESCO.0423.00002.0001i_04266;ESCO.0423.00002.0001i_04266
ROAR061;ESCO.0423.00124.0008i_MazEF_2281;MazEF;MazEF;ESCO.0423.00124.0008i_02229;MazEF__MazF;ESCO.0423.00001.0001i_05295;ESCO.0423.00001.0001i_05295;ESCO.0423.00001.0001i_05295
ROAR061;ESCO.0423.00124.0008i_RM_Type_I_2703;RM;RM_Type_I;ESCO.0423.00124.0008i_02271;PrrC__EcoprrI;ESCO.0423.00005.0001i_04757;ESCO.0423.00066.0010i_02735;ESCO.0423.00066.0010i_02735
ROAR061;ESCO.0423.00124.0008i_RM_Type_I_2703;RM;RM_Type_I;ESCO.0423.00124.0008i_02269;RM__Type_I_REases;ESCO.0423.00005.0001i_04755;ESCO.0423.00066.0010i_02737;ESCO.0423.00066.0010i_02737
ROAR061;ESCO.0423.00124.0008i_RM_Type_I_2703;RM;RM_Type_I;ESCO.0423.00124.0008i_02270;RM__Type_I_S;ESCO.0423.00066.0010i_02736;ESCO.0423.00066.0010i_02736;ESCO.0423.00066.0010i_02736
ROAR061;ESCO.0423.00124.0008i_SanaTA_2282;SanaTA;SanaTA;ESCO.0423.00124.0008i_02273;SanaTA__SanaA;ESCO.0423.00064.0015i_01405;ESCO.0423.00064.0015i_01405;ESCO.0423.00064.0015i_01405
ROAR061;ESCO.0423.00124.0008i_SanaTA_2282;SanaTA;SanaTA;ESCO.0423.00124.0008i_02274;SanaTA__SanaT;ESCO.0423.00064.0015i_01404;ESCO.0423.00064.0015i_01404;ESCO.0423.00066.0010i_02732
ROAR061;ESCO.0423.00124.0021i_Mokosh_Type_I_A_1264;Mokosh;Mokosh_Type_I_A;ESCO.0423.00124.0021i_03759;Mokosh_type_I__MkoA_A;ESCO.0423.00014.0016i_01922;ESCO.0423.00014.0016i_01922;ESCO.0423.00092.0022i_03909
ROAR061;ESCO.0423.00124.0021i_Mokosh_Type_I_A_1264;Mokosh;Mokosh_Type_I_A;ESCO.0423.00124.0021i_03758;Mokosh_type_I__MkoB_A;ESCO.0423.00014.0016i_01923;ESCO.0423.00014.0016i_01923;ESCO.0423.00092.0022i_03910
ROAR061;ESCO.0423.00124.0022i_Gao_Tmn_238;Gao_Tmn;Gao_Tmn;ESCO.0423.00124.0022i_03828;Gao_Tmn__TmnA;ESCO.0423.00092.0016i_03490;ESCO.0423.00092.0016i_03490;ESCO.0423.00092.0016i_03490
ROAR061;ESCO.0423.00124.0022i_Mok_Hok_Sok_1363;Mok_Hok_Sok;Mok_Hok_Sok;ESCO.0423.00124.0022i_03800;Mok_Hok_Sok__Mok;ESCO.0423.00008.0153i_04743;ESCO.0423.00008.0153i_04743;ESCO.0423.00008.0153i_04743
ROAR061;ESCO.0423.00124.0024i_PD-Lambda-1_637;PD-Lambda-1;PD-Lambda-1;ESCO.0423.00124.0024i_03926;PD-Lambda-1__PD-Lambda-1;ESCO.0423.00049.0049i_03092;ESCO.0423.00049.0049i_03092;ESCO.0423.00049.0049i_03092
ROAR061;ESCO.0423.00124.0024i_Shango_1530;Shango;Shango;ESCO.0423.00124.0024i_03937;Shango__SngA;ESCO.0423.00049.0004i_00182;ESCO.0423.00049.0004i_00182;ESCO.0423.00049.0004i_00182
ROAR061;ESCO.0423.00124.0024i_Shango_1530;Shango;Shango;ESCO.0423.00124.0024i_03936;Shango__SngB;ESCO.0423.00022.0004i_01370;ESCO.0423.00049.0004i_00181;ESCO.0423.00049.0004i_00181
ROAR061;ESCO.0423.00124.0024i_Shango_1530;Shango;Shango;ESCO.0423.00124.0024i_03935;Shango__SngC;ESCO.0423.00049.0004i_00180;ESCO.0423.00049.0004i_00180;ESCO.0423.00049.0004i_00180
ROAR061;ESCO.0423.00124.0028i_PD-Lambda-4_423;PD-Lambda-4;PD-Lambda-4;ESCO.0423.00124.0028i_04113;PD-Lambda-4__PD-Lambda-4_A;ESCO.0423.00028.0246i_03761;ESCO.0423.00066.0025i_04203;ESCO.0423.00066.0025i_04203
ROAR061;ESCO.0423.00124.0028i_PD-Lambda-4_423;PD-Lambda-4;PD-Lambda-4;ESCO.0423.00124.0028i_04114;PD-Lambda-4__PD-Lambda-4_B;ESCO.0423.00008.0004i_02089;ESCO.0423.00066.0025i_04202;ESCO.0423.00066.0025i_04202
ROAR072;ESCO.0423.00109.0004i_Retron_IV_1855;Retron;Retron_IV;ESCO.0423.00109.0004i_01237;Retron_IV__2TM;ESCO.0423.00092.0005i_01702;ESCO.0423.00092.0005i_01702;ESCO.0423.00092.0005i_01702
ROAR072;ESCO.0423.00109.0004i_Retron_IV_1855;Retron;Retron_IV;ESCO.0423.00109.0004i_01238;Retron__RT_Tot;ESCO.0423.00092.0005i_01701;ESCO.0423.00092.0005i_01701;ESCO.0423.00092.0005i_01701
ROAR072;ESCO.0423.00109.0006i_CAS_Class1-Subtype-I-E_3743;CasFinder;CAS_Class1-Subtype-I-E;ESCO.0423.00109.0006i_01958;cas1_I-E_1;ESCO.0423.00001.0001i_03702;ESCO.0423.00001.0001i_03702;ESCO.0423.00066.0015i_03441
ROAR072;ESCO.0423.00109.0006i_CAS_Class1-Subtype-I-E_3743;CasFinder;CAS_Class1-Subtype-I-E;ESCO.0423.00109.0006i_01959;cas2_I-E_2;ESCO.0423.00001.0001i_03701;ESCO.0423.00001.0001i_03701;ESCO.0423.00001.0001i_03701
ROAR072;ESCO.0423.00109.0006i_CAS_Class1-Subtype-I-E_3743;CasFinder;CAS_Class1-Subtype-I-E;ESCO.0423.00109.0006i_01952;cas3_I_5;ESCO.0423.00001.0001i_03708;ESCO.0423.00066.0015i_03435;ESCO.0423.00066.0015i_03435
ROAR072;ESCO.0423.00109.0006i_CAS_Class1-Subtype-I-E_3743;CasFinder;CAS_Class1-Subtype-I-E;ESCO.0423.00109.0006i_01956;cas5_I-E_3;ESCO.0423.00001.0001i_03704;ESCO.0423.00018.0002i_01556;ESCO.0423.00066.0015i_03439
ROAR072;ESCO.0423.00109.0006i_CAS_Class1-Subtype-I-E_3743;CasFinder;CAS_Class1-Subtype-I-E;ESCO.0423.00109.0006i_01957;cas6e_I_II_III_IV_V_VI_1;ESCO.0423.00001.0001i_03703;ESCO.0423.00018.0002i_01557;ESCO.0423.00066.0015i_03440
ROAR072;ESCO.0423.00109.0006i_CAS_Class1-Subtype-I-E_3743;CasFinder;CAS_Class1-Subtype-I-E;ESCO.0423.00109.0006i_01955;cas7_I-E_2;ESCO.0423.00066.0015i_03438;ESCO.0423.00066.0015i_03438;ESCO.0423.00066.0015i_03438
ROAR072;ESCO.0423.00109.0006i_CAS_Class1-Subtype-I-E_3743;CasFinder;CAS_Class1-Subtype-I-E;ESCO.0423.00109.0006i_01953;cas8e_I-E_1;ESCO.0423.00001.0001i_03707;ESCO.0423.00066.0015i_03436;ESCO.0423.00066.0015i_03436
ROAR072;ESCO.0423.00109.0006i_CAS_Class1-Subtype-I-E_3743;CasFinder;CAS_Class1-Subtype-I-E;ESCO.0423.00109.0006i_01954;cse2gr11_I-E_1;ESCO.0423.00016.0058i_01988;ESCO.0423.00066.0015i_03437;ESCO.0423.00066.0015i_03437
ROAR072;ESCO.0423.00109.0006i_MazEF_2004;MazEF;MazEF;ESCO.0423.00109.0006i_01937;MazEF__MazE;ESCO.0423.00001.0001i_03735;ESCO.0423.00001.0001i_03735;ESCO.0423.00001.0001i_03735
ROAR072;ESCO.0423.00109.0006i_MazEF_2004;MazEF;MazEF;ESCO.0423.00109.0006i_01938;MazEF__MazF;ESCO.0423.00001.0001i_03734;ESCO.0423.00001.0001i_03734;ESCO.0423.00002.0001i_02781
ROAR072;ESCO.0423.00109.0011i_MazEF_2275;MazEF;MazEF;ESCO.0423.00109.0011i_02917;MazEF__MazE;ESCO.0423.00001.0001i_05294;ESCO.0423.00002.0001i_04266;ESCO.0423.00002.0001i_04266
ROAR072;ESCO.0423.00109.0011i_MazEF_2275;MazEF;MazEF;ESCO.0423.00109.0011i_02918;MazEF__MazF;ESCO.0423.00001.0001i_05295;ESCO.0423.00001.0001i_05295;ESCO.0423.00001.0001i_05295
ROAR072;ESCO.0423.00109.0011i_RM_Type_I_2694;RM;RM_Type_I;ESCO.0423.00109.0011i_02960;PrrC__EcoprrI;ESCO.0423.00005.0001i_04757;ESCO.0423.00066.0010i_02735;ESCO.0423.00066.0010i_02735
ROAR072;ESCO.0423.00109.0011i_RM_Type_I_2694;RM;RM_Type_I;ESCO.0423.00109.0011i_02958;RM__Type_I_REases;ESCO.0423.00005.0001i_04755;ESCO.0423.00066.0010i_02737;ESCO.0423.00066.0010i_02737
ROAR072;ESCO.0423.00109.0011i_RM_Type_I_2694;RM;RM_Type_I;ESCO.0423.00109.0011i_02959;RM__Type_I_S;ESCO.0423.00066.0010i_02736;ESCO.0423.00066.0010i_02736;ESCO.0423.00066.0010i_02736
ROAR072;ESCO.0423.00109.0011i_SanaTA_2276;SanaTA;SanaTA;ESCO.0423.00109.0011i_02962;SanaTA__SanaA;ESCO.0423.00064.0015i_01405;ESCO.0423.00064.0015i_01405;ESCO.0423.00064.0015i_01405
ROAR072;ESCO.0423.00109.0011i_SanaTA_2276;SanaTA;SanaTA;ESCO.0423.00109.0011i_02963;SanaTA__SanaT;ESCO.0423.00064.0015i_01404;ESCO.0423.00064.0015i_01404;ESCO.0423.00066.0010i_02732
ROAR072;ESCO.0423.00109.0019i_PD-Lambda-1_635;PD-Lambda-1;PD-Lambda-1;ESCO.0423.00109.0019i_03756;PD-Lambda-1__PD-Lambda-1;ESCO.0423.00049.0049i_03092;ESCO.0423.00049.0049i_03092;ESCO.0423.00049.0049i_03092
ROAR072;ESCO.0423.00109.0019i_Shango_1528;Shango;Shango;ESCO.0423.00109.0019i_03767;Shango__SngA;ESCO.0423.00049.0004i_00182;ESCO.0423.00049.0004i_00182;ESCO.0423.00049.0004i_00182
ROAR072;ESCO.0423.00109.0019i_Shango_1528;Shango;Shango;ESCO.0423.00109.0019i_03766;Shango__SngB;ESCO.0423.00022.0004i_01370;ESCO.0423.00049.0004i_00181;ESCO.0423.00049.0004i_00181
ROAR072;ESCO.0423.00109.0019i_Shango_1528;Shango;Shango;ESCO.0423.00109.0019i_03765;Shango__SngC;ESCO.0423.00049.0004i_00180;ESCO.0423.00049.0004i_00180;ESCO.0423.00049.0004i_00180
ROAR072;ESCO.0423.00109.0021i_Mokosh_Type_I_A_1262;Mokosh;Mokosh_Type_I_A;ESCO.0423.00109.0021i_03908;Mokosh_type_I__MkoA_A;ESCO.0423.00014.0016i_01922;ESCO.0423.00014.0016i_01922;ESCO.0423.00092.0022i_03909
ROAR072;ESCO.0423.00109.0021i_Mokosh_Type_I_A_1262;Mokosh;Mokosh_Type_I_A;ESCO.0423.00109.0021i_03907;Mokosh_type_I__MkoB_A;ESCO.0423.00014.0016i_01923;ESCO.0423.00014.0016i_01923;ESCO.0423.00092.0022i_03910
ROAR072;ESCO.0423.00109.0025i_PD-Lambda-4_422;PD-Lambda-4;PD-Lambda-4;ESCO.0423.00109.0025i_04132;PD-Lambda-4__PD-Lambda-4_A;ESCO.0423.00028.0246i_03761;ESCO.0423.00066.0025i_04203;ESCO.0423.00066.0025i_04203
ROAR072;ESCO.0423.00109.0025i_PD-Lambda-4_422;PD-Lambda-4;PD-Lambda-4;ESCO.0423.00109.0025i_04131;PD-Lambda-4__PD-Lambda-4_B;ESCO.0423.00008.0004i_02089;ESCO.0423.00066.0025i_04202;ESCO.0423.00066.0025i_04202
ROAR082;ESCO.0423.00066.0003i_PD-T4-3_815;PD-T4-3;PD-T4-3;ESCO.0423.00066.0003i_01284;PD-T4-3__PD-T4-3;ESCO.0423.00215.0032i_03717;ESCO.0423.00003.0001i_02833;ESCO.0423.00003.0001i_02833
ROAR082;ESCO.0423.00066.0010i_MazEF_2254;MazEF;MazEF;ESCO.0423.00066.0010i_02778;MazEF__MazE;ESCO.0423.00001.0001i_05294;ESCO.0423.00002.0001i_04266;ESCO.0423.00002.0001i_04266
ROAR082;ESCO.0423.00066.0010i_MazEF_2254;MazEF;MazEF;ESCO.0423.00066.0010i_02777;MazEF__MazF;ESCO.0423.00001.0001i_05295;ESCO.0423.00001.0001i_05295;ESCO.0423.00001.0001i_05295
ROAR082;ESCO.0423.00066.0010i_RM_Type_I_2656;RM;RM_Type_I;ESCO.0423.00066.0010i_02735;PrrC__EcoprrI;ESCO.0423.00005.0001i_04757;ESCO.0423.00066.0010i_02735;ESCO.0423.00066.0010i_02735
ROAR082;ESCO.0423.00066.0010i_RM_Type_I_2656;RM;RM_Type_I;ESCO.0423.00066.0010i_02737;RM__Type_I_REases;ESCO.0423.00005.0001i_04755;ESCO.0423.00066.0010i_02737;ESCO.0423.00066.0010i_02737
ROAR082;ESCO.0423.00066.0010i_RM_Type_I_2656;RM;RM_Type_I;ESCO.0423.00066.0010i_02736;RM__Type_I_S;ESCO.0423.00066.0010i_02736;ESCO.0423.00066.0010i_02736;ESCO.0423.00066.0010i_02736
ROAR082;ESCO.0423.00066.0010i_SanaTA_2255;SanaTA;SanaTA;ESCO.0423.00066.0010i_02733;SanaTA__SanaA;ESCO.0423.00064.0015i_01405;ESCO.0423.00064.0015i_01405;ESCO.0423.00064.0015i_01405
ROAR082;ESCO.0423.00066.0010i_SanaTA_2255;SanaTA;SanaTA;ESCO.0423.00066.0010i_02732;SanaTA__SanaT;ESCO.0423.00064.0015i_01404;ESCO.0423.00064.0015i_01404;ESCO.0423.00066.0010i_02732
ROAR082;ESCO.0423.00066.0015i_CAS_Class1-Subtype-I-E_3698;CasFinder;CAS_Class1-Subtype-I-E;ESCO.0423.00066.0015i_03441;cas1_I-E_1;ESCO.0423.00001.0001i_03702;ESCO.0423.00001.0001i_03702;ESCO.0423.00066.0015i_03441
ROAR082;ESCO.0423.00066.0015i_CAS_Class1-Subtype-I-E_3698;CasFinder;CAS_Class1-Subtype-I-E;ESCO.0423.00066.0015i_03442;cas2_I-E_2;ESCO.0423.00001.0001i_03701;ESCO.0423.00001.0001i_03701;ESCO.0423.00001.0001i_03701
ROAR082;ESCO.0423.00066.0015i_CAS_Class1-Subtype-I-E_3698;CasFinder;CAS_Class1-Subtype-I-E;ESCO.0423.00066.0015i_03435;cas3_I_5;ESCO.0423.00001.0001i_03708;ESCO.0423.00066.0015i_03435;ESCO.0423.00066.0015i_03435
ROAR082;ESCO.0423.00066.0015i_CAS_Class1-Subtype-I-E_3698;CasFinder;CAS_Class1-Subtype-I-E;ESCO.0423.00066.0015i_03439;cas5_I-E_3;ESCO.0423.00001.0001i_03704;ESCO.0423.00018.0002i_01556;ESCO.0423.00066.0015i_03439
ROAR082;ESCO.0423.00066.0015i_CAS_Class1-Subtype-I-E_3698;CasFinder;CAS_Class1-Subtype-I-E;ESCO.0423.00066.0015i_03440;cas6e_I_II_III_IV_V_VI_1;ESCO.0423.00001.0001i_03703;ESCO.0423.00018.0002i_01557;ESCO.0423.00066.0015i_03440
ROAR082;ESCO.0423.00066.0015i_CAS_Class1-Subtype-I-E_3698;CasFinder;CAS_Class1-Subtype-I-E;ESCO.0423.00066.0015i_03438;cas7_I-E_2;ESCO.0423.00066.0015i_03438;ESCO.0423.00066.0015i_03438;ESCO.0423.00066.0015i_03438
ROAR082;ESCO.0423.00066.0015i_CAS_Class1-Subtype-I-E_3698;CasFinder;CAS_Class1-Subtype-I-E;ESCO.0423.00066.0015i_03436;cas8e_I-E_1;ESCO.0423.00001.0001i_03707;ESCO.0423.00066.0015i_03436;ESCO.0423.00066.0015i_03436
ROAR082;ESCO.0423.00066.0015i_CAS_Class1-Subtype-I-E_3698;CasFinder;CAS_Class1-Subtype-I-E;ESCO.0423.00066.0015i_03437;cse2gr11_I-E_1;ESCO.0423.00016.0058i_01988;ESCO.0423.00066.0015i_03437;ESCO.0423.00066.0015i_03437
ROAR082;ESCO.0423.00066.0015i_MazEF_1978;MazEF;MazEF;ESCO.0423.00066.0015i_03420;MazEF__MazE;ESCO.0423.00001.0001i_03735;ESCO.0423.00001.0001i_03735;ESCO.0423.00001.0001i_03735
ROAR082;ESCO.0423.00066.0015i_MazEF_1978;MazEF;MazEF;ESCO.0423.00066.0015i_03421;MazEF__MazF;ESCO.0423.00001.0001i_03734;ESCO.0423.00001.0001i_03734;ESCO.0423.00002.0001i_02781
ROAR082;ESCO.0423.00066.0017i_Mok_Hok_Sok_1342;Mok_Hok_Sok;Mok_Hok_Sok;ESCO.0423.00066.0017i_03629;Mok_Hok_Sok__Mok;ESCO.0423.00008.0153i_04743;ESCO.0423.00031.0046i_02533;ESCO.0423.00031.0046i_02533
ROAR082;ESCO.0423.00066.0017i_PD-T7-2_953;PD-T7-2;PD-T7-2;ESCO.0423.00066.0017i_03603;PD-T7-2__PD-T7-2_A;ESCO.0423.00066.0017i_03603;ESCO.0423.00066.0017i_03603;ESCO.0423.00066.0017i_03603
ROAR082;ESCO.0423.00066.0017i_PD-T7-2_953;PD-T7-2;PD-T7-2;ESCO.0423.00066.0017i_03604;PD-T7-2__PD-T7-2_B;ESCO.0423.00066.0017i_03604;ESCO.0423.00066.0017i_03604;ESCO.0423.00066.0017i_03604
ROAR082;ESCO.0423.00066.0025i_PD-Lambda-4_417;PD-Lambda-4;PD-Lambda-4;ESCO.0423.00066.0025i_04203;PD-Lambda-4__PD-Lambda-4_A;ESCO.0423.00028.0246i_03761;ESCO.0423.00066.0025i_04203;ESCO.0423.00066.0025i_04203
ROAR082;ESCO.0423.00066.0025i_PD-Lambda-4_417;PD-Lambda-4;PD-Lambda-4;ESCO.0423.00066.0025i_04202;PD-Lambda-4__PD-Lambda-4_B;ESCO.0423.00008.0004i_02089;ESCO.0423.00066.0025i_04202;ESCO.0423.00066.0025i_04202
ROAR082;ESCO.0423.00066.0030i_Shango_1525;Shango;Shango;ESCO.0423.00066.0030i_04374;Shango__SngA;ESCO.0423.00049.0004i_00182;ESCO.0423.00049.0004i_00182;ESCO.0423.00066.0030i_04374
ROAR082;ESCO.0423.00066.0030i_Shango_1525;Shango;Shango;ESCO.0423.00066.0030i_04375;Shango__SngB;ESCO.0423.00022.0004i_01370;ESCO.0423.00049.0004i_00181;ESCO.0423.00049.0004i_00181
ROAR082;ESCO.0423.00066.0030i_Shango_1525;Shango;Shango;ESCO.0423.00066.0030i_04376;Shango__SngC;ESCO.0423.00049.0004i_00180;ESCO.0423.00049.0004i_00180;ESCO.0423.00066.0030i_04376
ROAR116;ESCO.0423.00108.0005i_Septu_377;Septu;Septu;ESCO.0423.00108.0005i_01242;Septu__PtuA;ESCO.0423.00108.0005i_01242;ESCO.0423.00108.0005i_01242;ESCO.0423.00108.0005i_01242
ROAR116;ESCO.0423.00108.0005i_Septu_377;Septu;Septu;ESCO.0423.00108.0005i_01241;Septu__PtuB;ESCO.0423.00108.0005i_01241;ESCO.0423.00108.0005i_01241;ESCO.0423.00108.0005i_01241
ROAR116;ESCO.0423.00108.0006i_RM_Type_II_3534;RM;RM_Type_II;ESCO.0423.00108.0006i_01574;RM_Type_II__Type_II_MTases;ESCO.0423.00012.0060i_02790;ESCO.0423.00012.0060i_02790;ESCO.0423.00078.0140i_04165
ROAR116;ESCO.0423.00108.0006i_RM_Type_II_3534;RM;RM_Type_II;ESCO.0423.00108.0006i_01573;RM_Type_II__Type_II_REases;ESCO.0423.00012.0060i_02789;ESCO.0423.00108.0006i_01573;ESCO.0423.00108.0006i_01573
ROAR116;ESCO.0423.00108.0006i_RM_Type_II_3534;RM;RM_Type_II;ESCO.0423.00108.0006i_01577;RM_Type_II__Type_II_REases;ESCO.0423.00012.0060i_02793;ESCO.0423.00012.0060i_02793;ESCO.0423.00012.0060i_02793
ROAR116;ESCO.0423.00108.0008i_RM_Type_II_3535;RM;RM_Type_II;ESCO.0423.00108.0008i_01996;RM_Type_II__Type_II_MTases;ESCO.0423.00012.0086i_04078;ESCO.0423.00012.0086i_04078;ESCO.0423.00108.0008i_01996
ROAR116;ESCO.0423.00108.0008i_RM_Type_II_3535;RM;RM_Type_II;ESCO.0423.00108.0008i_01995;RM_Type_II__Type_II_REases;ESCO.0423.00012.0086i_04077;ESCO.0423.00012.0086i_04077;ESCO.0423.00012.0086i_04077
ROAR116;ESCO.0423.00108.0009i_PsyrTA_491;PsyrTA;PsyrTA;ESCO.0423.00108.0009i_02229;PsyrTA__PsyrA;ESCO.0423.00001.0001i_04383;ESCO.0423.00108.0009i_02229;ESCO.0423.00108.0009i_02229
ROAR116;ESCO.0423.00108.0009i_PsyrTA_491;PsyrTA;PsyrTA;ESCO.0423.00108.0009i_02228;PsyrTA__PsyrT;ESCO.0423.00009.0017i_03591;ESCO.0423.00108.0009i_02228;ESCO.0423.00108.0009i_02228
ROAR116;ESCO.0423.00108.0012i_RM_Type_IV_2693;RM;RM_Type_IV;ESCO.0423.00108.0012i_02726;RM_Type_IV__Type_IV_REases;ESCO.0423.00108.0012i_02726;ESCO.0423.00108.0012i_02726;ESCO.0423.00108.0012i_02726
ROAR116;ESCO.0423.00108.0012i_RM_Type_I_2692;RM;RM_Type_I;ESCO.0423.00108.0012i_02722;RM__Type_I_MTases;ESCO.0423.00004.0001i_02989;ESCO.0423.00108.0012i_02722;ESCO.0423.00108.0012i_02722
ROAR116;ESCO.0423.00108.0012i_RM_Type_I_2692;RM;RM_Type_I;ESCO.0423.00108.0012i_02721;RM__Type_I_REases;ESCO.0423.00004.0001i_02988;ESCO.0423.00108.0012i_02721;ESCO.0423.00108.0012i_02721
ROAR116;ESCO.0423.00108.0012i_RM_Type_I_2692;RM;RM_Type_I;ESCO.0423.00108.0012i_02723;RM__Type_I_S;ESCO.0423.00108.0012i_02723;ESCO.0423.00108.0012i_02723;ESCO.0423.00108.0012i_02723
ROAR116;ESCO.0423.00108.0013i_CAS_Class1-Subtype-I-F_4359;CasFinder;CAS_Class1-Subtype-I-F;ESCO.0423.00108.0013i_02872;cas1_I-F_1;ESCO.0423.00006.0001i_00828;ESCO.0423.00108.0013i_02872;ESCO.0423.00108.0013i_02872
ROAR116;ESCO.0423.00108.0013i_CAS_Class1-Subtype-I-F_4359;CasFinder;CAS_Class1-Subtype-I-F;ESCO.0423.00108.0013i_02871;cas3f_I-F_1;ESCO.0423.00006.0001i_00829;ESCO.0423.00108.0013i_02871;ESCO.0423.00108.0013i_02871
ROAR116;ESCO.0423.00108.0013i_CAS_Class1-Subtype-I-F_4359;CasFinder;CAS_Class1-Subtype-I-F;ESCO.0423.00108.0013i_02869;cas5f_I-F_4;ESCO.0423.00006.0001i_00831;ESCO.0423.00108.0013i_02869;ESCO.0423.00108.0013i_02869
ROAR116;ESCO.0423.00108.0013i_CAS_Class1-Subtype-I-F_4359;CasFinder;CAS_Class1-Subtype-I-F;ESCO.0423.00108.0013i_02867;cas6f_I_II_III_IV_V_VI_2;ESCO.0423.00006.0001i_00833;ESCO.0423.00108.0013i_02867;ESCO.0423.00108.0013i_02867
ROAR116;ESCO.0423.00108.0013i_CAS_Class1-Subtype-I-F_4359;CasFinder;CAS_Class1-Subtype-I-F;ESCO.0423.00108.0013i_02868;cas7f_I-F_2;ESCO.0423.00006.0001i_00832;ESCO.0423.00108.0013i_02868;ESCO.0423.00108.0013i_02868
ROAR116;ESCO.0423.00108.0013i_CAS_Class1-Subtype-I-F_4359;CasFinder;CAS_Class1-Subtype-I-F;ESCO.0423.00108.0013i_02870;cas8f_I-F_4;ESCO.0423.00006.0001i_00830;ESCO.0423.00108.0013i_02870;ESCO.0423.00108.0013i_02870
ROAR116;ESCO.0423.00108.0023i_Zorya_TypeI_1142;Zorya;Zorya_TypeI;ESCO.0423.00108.0023i_03823;Zorya_TypeI__ZorC;ESCO.0423.00010.0009i_00801;ESCO.0423.00108.0023i_03823;ESCO.0423.00108.0023i_03823
ROAR116;ESCO.0423.00108.0023i_Zorya_TypeI_1142;Zorya;Zorya_TypeI;ESCO.0423.00108.0023i_03824;Zorya_TypeI__ZorD;ESCO.0423.00010.0009i_00802;ESCO.0423.00012.0058i_02654;ESCO.0423.00108.0023i_03824
ROAR116;ESCO.0423.00108.0023i_Zorya_TypeI_1142;Zorya;Zorya_TypeI;ESCO.0423.00108.0023i_03820;Zorya__ZorA;ESCO.0423.00108.0023i_03820;ESCO.0423.00108.0023i_03820;ESCO.0423.00108.0023i_03820
ROAR116;ESCO.0423.00108.0023i_Zorya_TypeI_1142;Zorya;Zorya_TypeI;ESCO.0423.00108.0023i_03822;Zorya__ZorB;ESCO.0423.00059.0024i_00534;ESCO.0423.00010.0009i_00800;ESCO.0423.00010.0009i_00800
ROAR116;ESCO.0423.00108.0025i_Mok_Hok_Sok_1356;Mok_Hok_Sok;Mok_Hok_Sok;ESCO.0423.00108.0025i_03943;Mok_Hok_Sok__Mok;ESCO.0423.00008.0153i_04743;ESCO.0423.00008.0153i_04743;ESCO.0423.00008.0153i_04743
ROAR129;ESCO.0423.00286.0007i_CAS_Class1-Subtype-I-F_4443;CasFinder;CAS_Class1-Subtype-I-F;ESCO.0423.00286.0007i_01494;cas1_I-F_1;ESCO.0423.00006.0001i_00828;ESCO.0423.00286.0007i_01494;ESCO.0423.00286.0007i_01494
ROAR129;ESCO.0423.00286.0007i_CAS_Class1-Subtype-I-F_4443;CasFinder;CAS_Class1-Subtype-I-F;ESCO.0423.00286.0007i_01493;cas3f_I-F_1;ESCO.0423.00006.0001i_00829;ESCO.0423.00286.0007i_01493;ESCO.0423.00286.0007i_01493
ROAR129;ESCO.0423.00286.0007i_CAS_Class1-Subtype-I-F_4443;CasFinder;CAS_Class1-Subtype-I-F;ESCO.0423.00286.0007i_01490;cas5f_I-F_3;ESCO.0423.00006.0001i_00831;ESCO.0423.00171.0007i_01581;ESCO.0423.00286.0007i_01490
ROAR129;ESCO.0423.00286.0007i_CAS_Class1-Subtype-I-F_4443;CasFinder;CAS_Class1-Subtype-I-F;ESCO.0423.00286.0007i_01488;cas6f_I_II_III_IV_V_VI_2;ESCO.0423.00006.0001i_00833;ESCO.0423.00264.0006i_01127;ESCO.0423.00264.0006i_01127
ROAR129;ESCO.0423.00286.0007i_CAS_Class1-Subtype-I-F_4443;CasFinder;CAS_Class1-Subtype-I-F;ESCO.0423.00286.0007i_01489;cas7f_I-F_2;ESCO.0423.00006.0001i_00832;ESCO.0423.00264.0006i_01128;ESCO.0423.00286.0007i_01489
ROAR129;ESCO.0423.00286.0007i_CAS_Class1-Subtype-I-F_4443;CasFinder;CAS_Class1-Subtype-I-F;ESCO.0423.00286.0007i_01491;cas8f_I-F_4;ESCO.0423.00286.0007i_01491;ESCO.0423.00286.0007i_01491;ESCO.0423.00286.0007i_01491
