bacteria;replicon;gene;start;end;length
ESCO.0722.00357;ESCO.0722.00357.0028;ESCO.0722.00357.0028b_03086;2;385;383
ESCO.0722.00357;ESCO.0722.00357.0090;ESCO.0722.00357.0090i_04430;2300;3016;716
ESCO.0722.00357;ESCO.0722.00357.0233;ESCO.0722.00357.0233b_04750;208;471;263
ESCO.0722.00357;ESCO.0722.00357.0265;ESCO.0722.00357.0265b_04782;3;200;197
ESCO.0722.00357;ESCO.0722.00357.0426;ESCO.0722.00357.0426b_04910;1;123;122
ESCO.0722.00357;ESCO.0722.00357.0035;ESCO.0722.00357.0035i_03279;13687;14199;512
ESCO.0722.00357;ESCO.0722.00357.0065;ESCO.0722.00357.0065i_04239;8991;9701;710
ESCO.0722.00357;ESCO.0722.00357.0076;ESCO.0722.00357.0076b_04335;5359;8223;2864
ESCO.0722.00357;ESCO.0722.00357.0090;ESCO.0722.00357.0090i_04431;3074;3646;572
ESCO.0722.00357;ESCO.0722.00357.0126;ESCO.0722.00357.0126b_04559;1651;2274;623
ESCO.0722.00357;ESCO.0722.00357.0139;ESCO.0722.00357.0139b_04591;1762;1899;137
ESCO.0722.00357;ESCO.0722.00357.0152;ESCO.0722.00357.0152b_04623;1326;1421;95
ESCO.0722.00357;ESCO.0722.00357.0186;ESCO.0722.00357.0186b_04687;2;295;293
ESCO.0722.00357;ESCO.0722.00357.0266;ESCO.0722.00357.0266b_04783;3;368;365
ESCO.0722.00357;ESCO.0722.00357.0297;ESCO.0722.00357.0297b_04815;2;289;287
ESCO.0722.00357;ESCO.0722.00357.0335;ESCO.0722.00357.0335b_04847;2;70;68
ESCO.0722.00357;ESCO.0722.00357.0372;ESCO.0722.00357.0372b_04879;3;197;194
ESCO.0722.00357;ESCO.0722.00357.0492;ESCO.0722.00357.0492b_04943;2;97;95
ESCO.0722.00357;ESCO.0722.00357.0035;ESCO.0722.00357.0035i_03275;9227;9733;506
ESCO.0722.00357;ESCO.0722.00357.0053;ESCO.0722.00357.0053i_04011;10404;11357;953
ESCO.0722.00357;ESCO.0722.00357.0055;ESCO.0722.00357.0055i_04075;17882;19033;1151
ESCO.0722.00357;ESCO.0722.00357.0065;ESCO.0722.00357.0065i_04235;3978;6944;2966
ESCO.0722.00357;ESCO.0722.00357.0090;ESCO.0722.00357.0090b_04427;3;359;356
ESCO.0722.00357;ESCO.0722.00357.0167;ESCO.0722.00357.0167b_04651;2;775;773
ESCO.0722.00357;ESCO.0722.00357.0183;ESCO.0722.00357.0183b_04683;1;855;854
ESCO.0722.00357;ESCO.0722.00357.0260;ESCO.0722.00357.0260b_04779;2;265;263
ESCO.0722.00357;ESCO.0722.00357.0330;ESCO.0722.00357.0330b_04843;2;244;242
ESCO.0722.00357;ESCO.0722.00357.0367;ESCO.0722.00357.0367b_04875;2;211;209
ESCO.0722.00357;ESCO.0722.00357.0418;ESCO.0722.00357.0418b_04907;2;130;128
ESCO.0722.00357;ESCO.0722.00357.0484;ESCO.0722.00357.0484b_04939;3;101;98
ESCO.0722.00357;ESCO.0722.00357.0035;ESCO.0722.00357.0035i_03276;9790;10083;293
ESCO.0722.00357;ESCO.0722.00357.0036;ESCO.0722.00357.0036i_03372;49568;49852;284
ESCO.0722.00357;ESCO.0722.00357.0065;ESCO.0722.00357.0065i_04236;6925;7548;623
ESCO.0722.00357;ESCO.0722.00357.0036;ESCO.0722.00357.0036i_03373;49845;50732;887
ESCO.0722.00357;ESCO.0722.00357.0040;ESCO.0722.00357.0040i_03501;4925;5413;488
ESCO.0722.00357;ESCO.0722.00357.0065;ESCO.0722.00357.0065i_04237;7706;8233;527
ESCO.0722.00357;ESCO.0722.00357.0076;ESCO.0722.00357.0076i_04333;4593;4955;362
ESCO.0722.00357;ESCO.0722.00357.0090;ESCO.0722.00357.0090i_04429;1184;2278;1094
ESCO.0722.00357;ESCO.0722.00357.0125;ESCO.0722.00357.0125b_04557;2;2323;2321
ESCO.0722.00357;ESCO.0722.00357.0167;ESCO.0722.00357.0167b_04653;1043;1204;161
ESCO.0722.00357;ESCO.0722.00357.0295;ESCO.0722.00357.0295b_04813;2;298;296
ESCO.0722.00357;ESCO.0722.00357.0370;ESCO.0722.00357.0370b_04877;3;209;206
ESCO.0722.00357;ESCO.0722.00357.0016;ESCO.0722.00357.0016b_02229;132782;133138;356
ESCO.0722.00357;ESCO.0722.00357.0052;ESCO.0722.00357.0052i_03989;22481;24892;2411
ESCO.0722.00357;ESCO.0722.00357.0271;ESCO.0722.00357.0271b_04789;3;350;347
ESCO.0722.00357;ESCO.0722.00357.0306;ESCO.0722.00357.0306b_04821;3;158;155
ESCO.0722.00357;ESCO.0722.00357.0006;ESCO.0722.00357.0006i_00896;264423;264584;161
ESCO.0722.00357;ESCO.0722.00357.0009;ESCO.0722.00357.0009b_01376;219380;219592;212
ESCO.0722.00357;ESCO.0722.00357.0028;ESCO.0722.00357.0028i_03104;20180;20587;407
ESCO.0722.00357;ESCO.0722.00357.0036;ESCO.0722.00357.0036i_03360;38606;39256;650
ESCO.0722.00357;ESCO.0722.00357.0043;ESCO.0722.00357.0043i_03680;39424;40689;1265
ESCO.0722.00357;ESCO.0722.00357.0089;ESCO.0722.00357.0089b_04416;2;265;263
ESCO.0722.00357;ESCO.0722.00357.0197;ESCO.0722.00357.0197b_04704;563;712;149
ESCO.0722.00357;ESCO.0722.00357.0354;ESCO.0722.00357.0354b_04864;3;227;224
ESCO.0722.00357;ESCO.0722.00357.0455;ESCO.0722.00357.0455b_04928;3;74;71
ESCO.0722.00357;ESCO.0722.00357.0006;ESCO.0722.00357.0006i_00897;264591;264953;362
ESCO.0722.00357;ESCO.0722.00357.0028;ESCO.0722.00357.0028i_03105;20633;21244;611
ESCO.0722.00357;ESCO.0722.00357.0036;ESCO.0722.00357.0036i_03361;39273;39755;482
ESCO.0722.00357;ESCO.0722.00357.0222;ESCO.0722.00357.0222b_04737;3;260;257
ESCO.0722.00357;ESCO.0722.00357.0251;ESCO.0722.00357.0251b_04769;2;115;113
ESCO.0722.00357;ESCO.0722.00357.0318;ESCO.0722.00357.0318b_04833;2;253;251
ESCO.0722.00357;ESCO.0722.00357.0011;ESCO.0722.00357.0011b_01565;212486;213175;689
ESCO.0722.00357;ESCO.0722.00357.0036;ESCO.0722.00357.0036i_03357;35659;35940;281
ESCO.0722.00357;ESCO.0722.00357.0052;ESCO.0722.00357.0052b_03965;277;678;401
ESCO.0722.00357;ESCO.0722.00357.0093;ESCO.0722.00357.0093b_04445;4247;4774;527
ESCO.0722.00357;ESCO.0722.00357.0247;ESCO.0722.00357.0247b_04765;3;440;437
ESCO.0722.00357;ESCO.0722.00357.0279;ESCO.0722.00357.0279b_04797;3;95;92
ESCO.0722.00357;ESCO.0722.00357.0012;ESCO.0722.00357.0012b_01566;2;700;698
ESCO.0722.00357;ESCO.0722.00357.0021;ESCO.0722.00357.0021b_02558;1;456;455
ESCO.0722.00357;ESCO.0722.00357.0050;ESCO.0722.00357.0050i_03902;26869;27117;248
ESCO.0722.00357;ESCO.0722.00357.0070;ESCO.0722.00357.0070b_04286;2593;3312;719
ESCO.0722.00357;ESCO.0722.00357.0094;ESCO.0722.00357.0094b_04446;79;501;422
ESCO.0722.00357;ESCO.0722.00357.0174;ESCO.0722.00357.0174b_04670;3;1082;1079
ESCO.0722.00357;ESCO.0722.00357.0220;ESCO.0722.00357.0220b_04734;410;574;164
ESCO.0722.00357;ESCO.0722.00357.0248;ESCO.0722.00357.0248b_04766;47;439;392
ESCO.0722.00357;ESCO.0722.00357.0280;ESCO.0722.00357.0280b_04798;3;326;323
ESCO.0722.00357;ESCO.0722.00357.0453;ESCO.0722.00357.0453b_04926;1;108;107
ESCO.0722.00357;ESCO.0722.00357.0009;ESCO.0722.00357.0009i_01375;218655;219356;701
ESCO.0722.00357;ESCO.0722.00357.0027;ESCO.0722.00357.0027b_03007;2;496;494
ESCO.0722.00357;ESCO.0722.00357.0036;ESCO.0722.00357.0036i_03327;7911;8477;566
ESCO.0722.00357;ESCO.0722.00357.0036;ESCO.0722.00357.0036i_03359;37362;38609;1247
ESCO.0722.00357;ESCO.0722.00357.0050;ESCO.0722.00357.0050i_03903;27139;27891;752
ESCO.0722.00357;ESCO.0722.00357.0071;ESCO.0722.00357.0071b_04287;3;662;659
ESCO.0722.00357;ESCO.0722.00357.0094;ESCO.0722.00357.0094b_04447;624;4757;4133
ESCO.0722.00357;ESCO.0722.00357.0101;ESCO.0722.00357.0101b_04479;3;584;581
ESCO.0722.00357;ESCO.0722.00357.0249;ESCO.0722.00357.0249b_04767;1;429;428
ESCO.0722.00357;ESCO.0722.00357.0353;ESCO.0722.00357.0353b_04863;3;227;224
ESCO.0722.00357;ESCO.0722.00357.0399;ESCO.0722.00357.0399b_04895;3;161;158
ESCO.0722.00357;ESCO.0722.00357.0526;ESCO.0722.00357.0526b_04959;2;64;62
ESCO.0722.00357;ESCO.0722.00357.0055;ESCO.0722.00357.0055i_04072;14295;15473;1178
ESCO.0722.00357;ESCO.0722.00357.0071;ESCO.0722.00357.0071b_04296;5812;5982;170
ESCO.0722.00357;ESCO.0722.00357.0123;ESCO.0722.00357.0123i_04552;1559;2152;593
ESCO.0722.00357;ESCO.0722.00357.0136;ESCO.0722.00357.0136b_04584;713;1753;1040
ESCO.0722.00357;ESCO.0722.00357.0150;ESCO.0722.00357.0150b_04616;1;426;425
ESCO.0722.00357;ESCO.0722.00357.0325;ESCO.0722.00357.0325b_04840;1;246;245
ESCO.0722.00357;ESCO.0722.00357.0038;ESCO.0722.00357.0038b_03465;24516;24632;116
ESCO.0722.00357;ESCO.0722.00357.0055;ESCO.0722.00357.0055i_04073;15493;16767;1274
ESCO.0722.00357;ESCO.0722.00357.0065;ESCO.0722.00357.0065i_04233;2840;3832;992
ESCO.0722.00357;ESCO.0722.00357.0072;ESCO.0722.00357.0072b_04297;1;2037;2036
ESCO.0722.00357;ESCO.0722.00357.0123;ESCO.0722.00357.0123b_04553;2281;2454;173
ESCO.0722.00357;ESCO.0722.00357.0204;ESCO.0722.00357.0204b_04713;3;662;659
ESCO.0722.00357;ESCO.0722.00357.0258;ESCO.0722.00357.0258b_04777;1;246;245
ESCO.0722.00357;ESCO.0722.00357.0364;ESCO.0722.00357.0364b_04873;3;215;212
ESCO.0722.00357;ESCO.0722.00357.0039;ESCO.0722.00357.0039b_03466;1;126;125
ESCO.0722.00357;ESCO.0722.00357.0053;ESCO.0722.00357.0053i_04010;9656;10465;809
ESCO.0722.00357;ESCO.0722.00357.0055;ESCO.0722.00357.0055i_04074;16788;17261;473
ESCO.0722.00357;ESCO.0722.00357.0065;ESCO.0722.00357.0065i_04234;3829;3939;110
ESCO.0722.00357;ESCO.0722.00357.0205;ESCO.0722.00357.0205b_04714;8;661;653
ESCO.0722.00357;ESCO.0722.00357.0365;ESCO.0722.00357.0365b_04874;3;65;62
ESCO.0722.00357;ESCO.0722.00357.0059;ESCO.0722.00357.0059i_04147;6498;6989;491
ESCO.0722.00357;ESCO.0722.00357.0169;ESCO.0722.00357.0169b_04659;891;1187;296
ESCO.0722.00357;ESCO.0722.00357.0237;ESCO.0722.00357.0237b_04755;2;241;239
ESCO.0722.00357;ESCO.0722.00357.0302;ESCO.0722.00357.0302b_04819;2;271;269
ESCO.0722.00357;ESCO.0722.00357.0378;ESCO.0722.00357.0378b_04883;3;203;200
ESCO.0722.00357;ESCO.0722.00357.0433;ESCO.0722.00357.0433b_04915;1;117;116
ESCO.0722.00357;ESCO.0722.00357.0036;ESCO.0722.00357.0036i_03383;58631;59017;386
ESCO.0722.00357;ESCO.0722.00357.0045;ESCO.0722.00357.0045b_03767;42131;42367;236
ESCO.0722.00357;ESCO.0722.00357.0171;ESCO.0722.00357.0171b_04663;39;626;587
ESCO.0722.00357;ESCO.0722.00357.0190;ESCO.0722.00357.0190b_04695;2;754;752
ESCO.0722.00357;ESCO.0722.00357.0273;ESCO.0722.00357.0273b_04791;2;346;344
ESCO.0722.00357;ESCO.0722.00357.0308;ESCO.0722.00357.0308b_04823;3;263;260
ESCO.0722.00357;ESCO.0722.00357.0344;ESCO.0722.00357.0344b_04855;2;232;230
ESCO.0722.00357;ESCO.0722.00357.0017;ESCO.0722.00357.0017i_02328;104902;105444;542
ESCO.0722.00357;ESCO.0722.00357.0052;ESCO.0722.00357.0052i_03992;26519;26698;179
ESCO.0722.00357;ESCO.0722.00357.0214;ESCO.0722.00357.0214b_04728;86;613;527
ESCO.0722.00357;ESCO.0722.00357.0309;ESCO.0722.00357.0309b_04824;1;264;263
ESCO.0722.00357;ESCO.0722.00357.0390;ESCO.0722.00357.0390b_04888;3;170;167
ESCO.0722.00357;ESCO.0722.00357.0515;ESCO.0722.00357.0515b_04952;1;72;71
ESCO.0722.00357;ESCO.0722.00357.0001;ESCO.0722.00357.0001i_00121;126793;127227;434
ESCO.0722.00357;ESCO.0722.00357.0004;ESCO.0722.00357.0004i_00409;55760;55900;140
ESCO.0722.00357;ESCO.0722.00357.0037;ESCO.0722.00357.0037i_03417;28130;28264;134
ESCO.0722.00357;ESCO.0722.00357.0052;ESCO.0722.00357.0052i_03993;26673;27218;545
ESCO.0722.00357;ESCO.0722.00357.0093;ESCO.0722.00357.0093b_04441;3;182;179
ESCO.0722.00357;ESCO.0722.00357.0347;ESCO.0722.00357.0347b_04857;2;232;230
ESCO.0722.00357;ESCO.0722.00357.0001;ESCO.0722.00357.0001i_00122;127234;127455;221
ESCO.0722.00357;ESCO.0722.00357.0037;ESCO.0722.00357.0037b_03386;109;282;173
ESCO.0722.00357;ESCO.0722.00357.0069;ESCO.0722.00357.0069b_04282;11204;11452;248
ESCO.0722.00357;ESCO.0722.00357.0093;ESCO.0722.00357.0093i_04442;554;859;305
ESCO.0722.00357;ESCO.0722.00357.0130;ESCO.0722.00357.0130b_04570;3;122;119
ESCO.0722.00357;ESCO.0722.00357.0193;ESCO.0722.00357.0193b_04698;135;710;575
ESCO.0722.00357;ESCO.0722.00357.0244;ESCO.0722.00357.0244b_04762;3;443;440
ESCO.0722.00357;ESCO.0722.00357.0276;ESCO.0722.00357.0276b_04794;1;273;272
ESCO.0722.00357;ESCO.0722.00357.0445;ESCO.0722.00357.0445b_04922;1;111;110
ESCO.0722.00357;ESCO.0722.00357.0055;ESCO.0722.00357.0055i_04066;6452;6886;434
ESCO.0722.00357;ESCO.0722.00357.0111;ESCO.0722.00357.0111b_04514;2;250;248
ESCO.0722.00357;ESCO.0722.00357.0251;ESCO.0722.00357.0251b_04770;102;359;257
ESCO.0722.00357;ESCO.0722.00357.0319;ESCO.0722.00357.0319b_04834;2;253;251
ESCO.0722.00357;ESCO.0722.00357.0402;ESCO.0722.00357.0402b_04898;2;148;146
ESCO.0722.00357;ESCO.0722.00357.0467;ESCO.0722.00357.0467b_04930;1;108;107
ESCO.0722.00357;ESCO.0722.00357.0036;ESCO.0722.00357.0036i_03331;10229;10390;161
ESCO.0722.00357;ESCO.0722.00357.0055;ESCO.0722.00357.0055i_04067;6903;9065;2162
ESCO.0722.00357;ESCO.0722.00357.0057;ESCO.0722.00357.0057b_04099;3;227;224
ESCO.0722.00357;ESCO.0722.00357.0121;ESCO.0722.00357.0121b_04547;2;1822;1820
ESCO.0722.00357;ESCO.0722.00357.0148;ESCO.0722.00357.0148b_04611;2;139;137
ESCO.0722.00357;ESCO.0722.00357.0163;ESCO.0722.00357.0163b_04643;2;370;368
ESCO.0722.00357;ESCO.0722.00357.0178;ESCO.0722.00357.0178b_04675;47;688;641
ESCO.0722.00357;ESCO.0722.00357.0199;ESCO.0722.00357.0199b_04707;3;161;158
ESCO.0722.00357;ESCO.0722.00357.0320;ESCO.0722.00357.0320b_04835;8;253;245
ESCO.0722.00357;ESCO.0722.00357.0403;ESCO.0722.00357.0403b_04899;1;147;146
ESCO.0722.00357;ESCO.0722.00357.0469;ESCO.0722.00357.0469b_04931;1;108;107
ESCO.0722.00357;ESCO.0722.00357.0036;ESCO.0722.00357.0036i_03332;10546;11046;500
ESCO.0722.00357;ESCO.0722.00357.0050;ESCO.0722.00357.0050i_03876;1148;1654;506
ESCO.0722.00357;ESCO.0722.00357.0055;ESCO.0722.00357.0055i_04068;9137;10567;1430
ESCO.0722.00357;ESCO.0722.00357.0084;ESCO.0722.00357.0084b_04388;70;711;641
ESCO.0722.00357;ESCO.0722.00357.0178;ESCO.0722.00357.0178b_04676;843;1010;167
ESCO.0722.00357;ESCO.0722.00357.0199;ESCO.0722.00357.0199b_04708;118;711;593
ESCO.0722.00357;ESCO.0722.00357.0358;ESCO.0722.00357.0358b_04868;3;224;221
ESCO.0722.00357;ESCO.0722.00357.0404;ESCO.0722.00357.0404b_04900;2;130;128
ESCO.0722.00357;ESCO.0722.00357.0055;ESCO.0722.00357.0055b_04080;25894;26898;1004
ESCO.0722.00357;ESCO.0722.00357.0065;ESCO.0722.00357.0065i_04240;9739;10353;614
ESCO.0722.00357;ESCO.0722.00357.0077;ESCO.0722.00357.0077b_04336;80;976;896
ESCO.0722.00357;ESCO.0722.00357.0090;ESCO.0722.00357.0090b_04432;3653;4603;950
ESCO.0722.00357;ESCO.0722.00357.0140;ESCO.0722.00357.0140b_04592;48;254;206
ESCO.0722.00357;ESCO.0722.00357.0235;ESCO.0722.00357.0235b_04752;3;464;461
ESCO.0722.00357;ESCO.0722.00357.0335;ESCO.0722.00357.0335b_04848;70;243;173
ESCO.0722.00357;ESCO.0722.00357.0373;ESCO.0722.00357.0373b_04880;75;206;131
ESCO.0722.00357;ESCO.0722.00357.0429;ESCO.0722.00357.0429b_04912;2;97;95
ESCO.0722.00357;ESCO.0722.00357.0496;ESCO.0722.00357.0496b_04944;16;90;74
ESCO.0722.00357;ESCO.0722.00357.0011;ESCO.0722.00357.0011i_01489;126931;127740;809
ESCO.0722.00357;ESCO.0722.00357.0045;ESCO.0722.00357.0045b_03729;1;2313;2312
ESCO.0722.00357;ESCO.0722.00357.0057;ESCO.0722.00357.0057b_04113;20504;21580;1076
ESCO.0722.00357;ESCO.0722.00357.0065;ESCO.0722.00357.0065i_04241;10522;11289;767
ESCO.0722.00357;ESCO.0722.00357.0127;ESCO.0722.00357.0127i_04561;504;1157;653
ESCO.0722.00357;ESCO.0722.00357.0169;ESCO.0722.00357.0169b_04657;62;355;293
ESCO.0722.00357;ESCO.0722.00357.0187;ESCO.0722.00357.0187b_04689;30;518;488
ESCO.0722.00357;ESCO.0722.00357.0299;ESCO.0722.00357.0299b_04817;30;287;257
ESCO.0722.00357;ESCO.0722.00357.0374;ESCO.0722.00357.0374b_04881;2;205;203
ESCO.0722.00357;ESCO.0722.00357.0498;ESCO.0722.00357.0498b_04945;2;88;86
ESCO.0722.00357;ESCO.0722.00357.0006;ESCO.0722.00357.0006b_00626;1;267;266
ESCO.0722.00357;ESCO.0722.00357.0065;ESCO.0722.00357.0065b_04242;11475;13133;1658
ESCO.0722.00357;ESCO.0722.00357.0169;ESCO.0722.00357.0169i_04658;352;888;536
ESCO.0722.00357;ESCO.0722.00357.0211;ESCO.0722.00357.0211b_04722;3;416;413
ESCO.0722.00357;ESCO.0722.00357.0268;ESCO.0722.00357.0268b_04786;3;83;80
ESCO.0722.00357;ESCO.0722.00357.0301;ESCO.0722.00357.0301b_04818;192;281;89
ESCO.0722.00357;ESCO.0722.00357.0431;ESCO.0722.00357.0431b_04914;3;119;116
ESCO.0722.00359;ESCO.0722.00359.0001;ESCO.0722.00359.0001i_00343;397780;398814;1034
ESCO.0722.00359;ESCO.0722.00359.0017;ESCO.0722.00359.0017i_02679;33327;33653;326
ESCO.0722.00359;ESCO.0722.00359.0043;ESCO.0722.00359.0043i_04343;3048;8006;4958
ESCO.0722.00359;ESCO.0722.00359.0046;ESCO.0722.00359.0046b_04407;1;87;86
ESCO.0722.00359;ESCO.0722.00359.0055;ESCO.0722.00359.0055b_04503;102;1193;1091
ESCO.0722.00359;ESCO.0722.00359.0184;ESCO.0722.00359.0184b_04855;417;575;158
ESCO.0722.00359;ESCO.0722.00359.0238;ESCO.0722.00359.0238b_04919;2;463;461
ESCO.0722.00359;ESCO.0722.00359.0300;ESCO.0722.00359.0300b_04983;2;145;143
ESCO.0722.00359;ESCO.0722.00359.0330;ESCO.0722.00359.0330b_05015;57;380;323
ESCO.0722.00359;ESCO.0722.00359.0360;ESCO.0722.00359.0360b_05047;2;361;359
ESCO.0722.00359;ESCO.0722.00359.0388;ESCO.0722.00359.0388b_05079;2;346;344
ESCO.0722.00359;ESCO.0722.00359.0420;ESCO.0722.00359.0420b_05111;1;336;335
ESCO.0722.00359;ESCO.0722.00359.0452;ESCO.0722.00359.0452b_05143;1;321;320
ESCO.0722.00359;ESCO.0722.00359.0488;ESCO.0722.00359.0488b_05175;160;306;146
ESCO.0722.00359;ESCO.0722.00359.0524;ESCO.0722.00359.0524b_05207;2;295;293
ESCO.0722.00359;ESCO.0722.00359.0556;ESCO.0722.00359.0556b_05239;193;288;95
ESCO.0722.00359;ESCO.0722.00359.0621;ESCO.0722.00359.0621b_05303;2;271;269
ESCO.0722.00359;ESCO.0722.00359.0692;ESCO.0722.00359.0692b_05367;1;261;260
ESCO.0722.00359;ESCO.0722.00359.0728;ESCO.0722.00359.0728b_05399;2;259;257
ESCO.0722.00359;ESCO.0722.00359.0760;ESCO.0722.00359.0760b_05431;2;253;251
ESCO.0722.00359;ESCO.0722.00359.0797;ESCO.0722.00359.0797b_05463;2;205;203
ESCO.0722.00359;ESCO.0722.00359.0835;ESCO.0722.00359.0835b_05495;30;245;215
ESCO.0722.00359;ESCO.0722.00359.0867;ESCO.0722.00359.0867b_05527;3;242;239
ESCO.0722.00359;ESCO.0722.00359.0904;ESCO.0722.00359.0904b_05559;1;240;239
ESCO.0722.00359;ESCO.0722.00359.0973;ESCO.0722.00359.0973b_05623;3;233;230
ESCO.0722.00359;ESCO.0722.00359.1007;ESCO.0722.00359.1007b_05655;3;230;227
ESCO.0722.00359;ESCO.0722.00359.1043;ESCO.0722.00359.1043b_05687;3;227;224
ESCO.0722.00359;ESCO.0722.00359.1082;ESCO.0722.00359.1082b_05719;1;225;224
ESCO.0722.00359;ESCO.0722.00359.1118;ESCO.0722.00359.1118b_05751;1;222;221
ESCO.0722.00359;ESCO.0722.00359.1154;ESCO.0722.00359.1154b_05783;155;220;65
ESCO.0722.00359;ESCO.0722.00359.1190;ESCO.0722.00359.1190b_05815;3;218;215
ESCO.0722.00359;ESCO.0722.00359.1226;ESCO.0722.00359.1226b_05847;3;215;212
ESCO.0722.00359;ESCO.0722.00359.1260;ESCO.0722.00359.1260b_05879;2;211;209
ESCO.0722.00359;ESCO.0722.00359.1293;ESCO.0722.00359.1293b_05911;1;210;209
ESCO.0722.00359;ESCO.0722.00359.1331;ESCO.0722.00359.1331b_05943;2;205;203
ESCO.0722.00359;ESCO.0722.00359.0024;ESCO.0722.00359.0024i_03046;61563;62519;956
ESCO.0722.00359;ESCO.0722.00359.0032;ESCO.0722.00359.0032b_04006;103851;104096;245
ESCO.0722.00359;ESCO.0722.00359.0037;ESCO.0722.00359.0037i_04230;25198;25677;479
ESCO.0722.00359;ESCO.0722.00359.0131;ESCO.0722.00359.0131b_04774;3;473;470
ESCO.0722.00359;ESCO.0722.00359.0172;ESCO.0722.00359.0172b_04838;1;621;620
ESCO.0722.00359;ESCO.0722.00359.0281;ESCO.0722.00359.0281b_04966;2;418;416
ESCO.0722.00359;ESCO.0722.00359.0312;ESCO.0722.00359.0312b_04998;1;69;68
ESCO.0722.00359;ESCO.0722.00359.0373;ESCO.0722.00359.0373b_05062;3;272;269
ESCO.0722.00359;ESCO.0722.00359.0399;ESCO.0722.00359.0399b_05094;3;299;296
ESCO.0722.00359;ESCO.0722.00359.0435;ESCO.0722.00359.0435b_05126;149;331;182
ESCO.0722.00359;ESCO.0722.00359.0468;ESCO.0722.00359.0468b_05158;3;314;311
ESCO.0722.00359;ESCO.0722.00359.0503;ESCO.0722.00359.0503b_05190;100;300;200
ESCO.0722.00359;ESCO.0722.00359.0539;ESCO.0722.00359.0539b_05222;3;293;290
ESCO.0722.00359;ESCO.0722.00359.0570;ESCO.0722.00359.0570b_05254;2;283;281
ESCO.0722.00359;ESCO.0722.00359.0603;ESCO.0722.00359.0603b_05286;1;273;272
ESCO.0722.00359;ESCO.0722.00359.0640;ESCO.0722.00359.0640b_05318;3;269;266
ESCO.0722.00359;ESCO.0722.00359.0674;ESCO.0722.00359.0674b_05350;2;262;260
ESCO.0722.00359;ESCO.0722.00359.0710;ESCO.0722.00359.0710b_05382;2;259;257
ESCO.0722.00359;ESCO.0722.00359.0743;ESCO.0722.00359.0743b_05414;1;255;254
ESCO.0722.00359;ESCO.0722.00359.0777;ESCO.0722.00359.0777b_05446;3;251;248
ESCO.0722.00359;ESCO.0722.00359.0815;ESCO.0722.00359.0815b_05478;3;248;245
ESCO.0722.00359;ESCO.0722.00359.0850;ESCO.0722.00359.0850b_05510;2;244;242
ESCO.0722.00359;ESCO.0722.00359.0887;ESCO.0722.00359.0887b_05542;3;242;239
ESCO.0722.00359;ESCO.0722.00359.0920;ESCO.0722.00359.0920b_05574;3;239;236
ESCO.0722.00359;ESCO.0722.00359.0956;ESCO.0722.00359.0956b_05606;2;235;233
ESCO.0722.00359;ESCO.0722.00359.0989;ESCO.0722.00359.0989b_05638;2;232;230
ESCO.0722.00359;ESCO.0722.00359.1025;ESCO.0722.00359.1025b_05670;1;228;227
ESCO.0722.00359;ESCO.0722.00359.1064;ESCO.0722.00359.1064b_05702;3;227;224
ESCO.0722.00359;ESCO.0722.00359.1098;ESCO.0722.00359.1098b_05734;2;115;113
ESCO.0722.00359;ESCO.0722.00359.1172;ESCO.0722.00359.1172b_05798;2;217;215
ESCO.0722.00359;ESCO.0722.00359.1209;ESCO.0722.00359.1209b_05830;1;174;173
ESCO.0722.00359;ESCO.0722.00359.1241;ESCO.0722.00359.1241b_05862;76;213;137
ESCO.0722.00359;ESCO.0722.00359.1275;ESCO.0722.00359.1275b_05894;3;179;176
ESCO.0722.00359;ESCO.0722.00359.1310;ESCO.0722.00359.1310b_05926;114;209;95
ESCO.0722.00359;ESCO.0722.00359.1347;ESCO.0722.00359.1347b_05958;1;114;113
ESCO.0722.00359;ESCO.0722.00359.0024;ESCO.0722.00359.0024i_03047;62532;62969;437
ESCO.0722.00359;ESCO.0722.00359.0037;ESCO.0722.00359.0037i_04231;25620;26504;884
ESCO.0722.00359;ESCO.0722.00359.0100;ESCO.0722.00359.0100b_04711;2;340;338
ESCO.0722.00359;ESCO.0722.00359.0149;ESCO.0722.00359.0149b_04807;2;856;854
ESCO.0722.00359;ESCO.0722.00359.0198;ESCO.0722.00359.0198b_04871;331;543;212
ESCO.0722.00359;ESCO.0722.00359.0226;ESCO.0722.00359.0226b_04903;1;417;416
ESCO.0722.00359;ESCO.0722.00359.0256;ESCO.0722.00359.0256b_04935;3;446;443
ESCO.0722.00359;ESCO.0722.00359.0282;ESCO.0722.00359.0282b_04967;2;94;92
ESCO.0722.00359;ESCO.0722.00359.0374;ESCO.0722.00359.0374b_05063;3;356;353
ESCO.0722.00359;ESCO.0722.00359.0436;ESCO.0722.00359.0436b_05127;2;73;71
ESCO.0722.00359;ESCO.0722.00359.0469;ESCO.0722.00359.0469b_05159;2;181;179
ESCO.0722.00359;ESCO.0722.00359.0504;ESCO.0722.00359.0504b_05191;3;299;296
ESCO.0722.00359;ESCO.0722.00359.0540;ESCO.0722.00359.0540b_05223;1;291;290
ESCO.0722.00359;ESCO.0722.00359.0572;ESCO.0722.00359.0572b_05255;143;283;140
ESCO.0722.00359;ESCO.0722.00359.0604;ESCO.0722.00359.0604b_05287;1;273;272
ESCO.0722.00359;ESCO.0722.00359.0641;ESCO.0722.00359.0641b_05319;2;223;221
