bacteria;gene
ESCO.0722.00359;ESCO.0722.00359.0491b_05178
ESCO.0722.00359;ESCO.0722.00359.0527b_05210
ESCO.0722.00359;ESCO.0722.00359.0591b_05274
ESCO.0722.00359;ESCO.0722.00359.0625b_05306
ESCO.0722.00359;ESCO.0722.00359.0661b_05338
ESCO.0722.00359;ESCO.0722.00359.0696b_05370
ESCO.0722.00359;ESCO.0722.00359.0731b_05402
ESCO.0722.00359;ESCO.0722.00359.0764b_05434
ESCO.0722.00359;ESCO.0722.00359.0800b_05466
ESCO.0722.00359;ESCO.0722.00359.0838b_05498
ESCO.0722.00359;ESCO.0722.00359.0870b_05530
ESCO.0722.00359;ESCO.0722.00359.0906b_05562
ESCO.0722.00359;ESCO.0722.00359.0944b_05594
ESCO.0722.00359;ESCO.0722.00359.0975b_05626
ESCO.0722.00359;ESCO.0722.00359.1049b_05690
ESCO.0722.00359;ESCO.0722.00359.1085b_05722
ESCO.0722.00359;ESCO.0722.00359.1121b_05754
ESCO.0722.00359;ESCO.0722.00359.1157b_05786
ESCO.0722.00359;ESCO.0722.00359.1193b_05818
ESCO.0722.00359;ESCO.0722.00359.1230b_05850
ESCO.0722.00359;ESCO.0722.00359.1263b_05882
ESCO.0722.00359;ESCO.0722.00359.1297b_05914
ESCO.0722.00359;ESCO.0722.00359.1334b_05946
ESCO.0722.00375;ESCO.0722.00375.0011i_01372
ESCO.0722.00375;ESCO.0722.00375.0048i_03452
ESCO.0722.00375;ESCO.0722.00375.0264b_04828
ESCO.0722.00375;ESCO.0722.00375.0301b_04860
ESCO.0722.00375;ESCO.0722.00375.0422b_04924
ESCO.0722.00379;ESCO.0722.00379.0077b_04467
ESCO.0722.00379;ESCO.0722.00379.0087i_04595
ESCO.0722.00379;ESCO.0722.00379.0098i_04691
ESCO.0722.00379;ESCO.0722.00379.0115b_04787
ESCO.0722.00379;ESCO.0722.00379.0236b_05011
ESCO.0722.00379;ESCO.0722.00379.0306b_05075
ESCO.0722.00383;ESCO.0722.00383.0051i_03428
ESCO.0722.00383;ESCO.0722.00383.0182b_04644
ESCO.0722.00383;ESCO.0722.00383.0277b_04740
ESCO.0722.00035;ESCO.0722.00035.0003i_00871
ESCO.0722.00035;ESCO.0722.00035.0008i_01447
ESCO.0722.00035;ESCO.0722.00035.0015i_02343
ESCO.0722.00035;ESCO.0722.00035.0015i_02375
ESCO.0722.00035;ESCO.0722.00035.0028i_04487
ESCO.0722.00035;ESCO.0722.00035.0045b_04743
ESCO.0722.00043;ESCO.0722.00043.0076b_04755
ESCO.0722.00053;ESCO.0722.00053.0027i_04218
ESCO.0722.00053;ESCO.0722.00053.0069b_04570
ESCO.0722.00085;ESCO.0722.00085.0064b_04530
ESCO.0722.00129;ESCO.0722.00129.0016i_03181
ESCO.0722.00129;ESCO.0722.00129.0019i_03597
ESCO.0722.00129;ESCO.0722.00129.0023i_03949
ESCO.0722.00129;ESCO.0722.00129.0196b_05037
ESCO.0722.00140;ESCO.0722.00140.0027i_03191
ESCO.0722.00140;ESCO.0722.00140.0036i_04055
ESCO.0722.00140;ESCO.0722.00140.0048i_04471
ESCO.0722.00140;ESCO.0722.00140.0091b_04567
ESCO.0722.00140;ESCO.0722.00140.0127b_04599
ESCO.0722.00142;ESCO.0722.00142.0028i_04015
ESCO.0722.00142;ESCO.0722.00142.0032b_04143
ESCO.0722.00142;ESCO.0722.00142.0101b_04655
ESCO.0722.00149;ESCO.0722.00149.0011i_01924
ESCO.0722.00149;ESCO.0722.00149.0031i_04132
ESCO.0722.00149;ESCO.0722.00149.0031i_04164
ESCO.0722.00149;ESCO.0722.00149.0035b_04388
ESCO.0722.00149;ESCO.0722.00149.0035i_04420
ESCO.0722.00149;ESCO.0722.00149.0037i_04516
ESCO.0722.00149;ESCO.0722.00149.0037i_04548
ESCO.0722.00149;ESCO.0722.00149.0044i_04772
ESCO.0722.00149;ESCO.0722.00149.0066b_04964
ESCO.0722.00149;ESCO.0722.00149.0076b_04996
ESCO.0722.00149;ESCO.0722.00149.0095b_05028
ESCO.0722.00149;ESCO.0722.00149.0126b_05060
ESCO.0722.00151;ESCO.0722.00151.0014i_02917
ESCO.0722.00151;ESCO.0722.00151.0015i_03045
ESCO.0722.00151;ESCO.0722.00151.0015i_03077
ESCO.0722.00151;ESCO.0722.00151.0028i_04197
ESCO.0722.00151;ESCO.0722.00151.0178b_05029
ESCO.0722.00151;ESCO.0722.00151.0246b_05093
ESCO.0722.00166;ESCO.0722.00166.0005i_01417
ESCO.0722.00166;ESCO.0722.00166.0007i_02057
ESCO.0722.00166;ESCO.0722.00166.0019i_03433
ESCO.0722.00166;ESCO.0722.00166.0025i_03817
ESCO.0722.00166;ESCO.0722.00166.0130b_04713
ESCO.0722.00169;ESCO.0722.00169.0002i_00756
ESCO.0722.00169;ESCO.0722.00169.0011i_02356
ESCO.0722.00169;ESCO.0722.00169.0018i_03220
ESCO.0722.00169;ESCO.0722.00169.0044i_04180
ESCO.0722.00169;ESCO.0722.00169.0050b_04244
ESCO.0722.00169;ESCO.0722.00169.0056i_04340
ESCO.0722.00169;ESCO.0722.00169.0076i_04436
ESCO.0722.00169;ESCO.0722.00169.0124b_04500
ESCO.0722.00169;ESCO.0722.00169.0189b_04564
ESCO.0722.00170;ESCO.0722.00170.0003i_00532
ESCO.0722.00170;ESCO.0722.00170.0007i_01204
ESCO.0722.00170;ESCO.0722.00170.0030i_03860
ESCO.0722.00170;ESCO.0722.00170.0031i_03924
ESCO.0722.00170;ESCO.0722.00170.0112b_04788
ESCO.0722.00170;ESCO.0722.00170.0169b_04852
ESCO.0722.00170;ESCO.0722.00170.0214b_04884
ESCO.0722.00201;ESCO.0722.00201.0039i_04382
ESCO.0722.00201;ESCO.0722.00201.0282b_05054
ESCO.0722.00215;ESCO.0722.00215.0009i_01555
ESCO.0722.00215;ESCO.0722.00215.0032i_03667
ESCO.0722.00215;ESCO.0722.00215.0032i_03699
ESCO.0722.00215;ESCO.0722.00215.0045i_04147
ESCO.0722.00215;ESCO.0722.00215.0067i_04467
ESCO.0722.00215;ESCO.0722.00215.0077b_04499
ESCO.0722.00230;ESCO.0722.00230.0046i_04289
ESCO.0722.00230;ESCO.0722.00230.0053i_04513
ESCO.0722.00230;ESCO.0722.00230.0164b_04865
ESCO.0722.00256;ESCO.0722.00256.0001i_00067
ESCO.0722.00256;ESCO.0722.00256.0020b_02499
ESCO.0722.00256;ESCO.0722.00256.0026i_03363
ESCO.0722.00256;ESCO.0722.00256.0040i_04291
ESCO.0722.00256;ESCO.0722.00256.0040i_04323
ESCO.0722.00256;ESCO.0722.00256.0096i_04931
ESCO.0722.00256;ESCO.0722.00256.0111b_04963
ESCO.0722.00256;ESCO.0722.00256.0198b_05059
ESCO.0722.00256;ESCO.0722.00256.0239b_05091
ESCO.0722.00257;ESCO.0722.00257.0046i_04161
ESCO.0722.00257;ESCO.0722.00257.0126b_04737
ESCO.0722.00258;ESCO.0722.00258.0001i_00043
ESCO.0722.00258;ESCO.0722.00258.0020i_02443
ESCO.0722.00258;ESCO.0722.00258.0020i_02475
ESCO.0722.00258;ESCO.0722.00258.0030i_03563
ESCO.0722.00258;ESCO.0722.00258.0105b_04875
ESCO.0722.00258;ESCO.0722.00258.0174b_04971
ESCO.0722.00258;ESCO.0722.00258.0246b_05035
ESCO.0722.00258;ESCO.0722.00258.0285b_05067
ESCO.0722.00269;ESCO.0722.00269.0012b_01864
ESCO.0722.00269;ESCO.0722.00269.0070i_04648
ESCO.0722.00269;ESCO.0722.00269.0084b_04712
ESCO.0722.00269;ESCO.0722.00269.0187b_04872
ESCO.0722.00270;ESCO.0722.00270.0009i_01554
ESCO.0722.00270;ESCO.0722.00270.0024b_03218
ESCO.0722.00270;ESCO.0722.00270.0061i_04402
ESCO.0722.00270;ESCO.0722.00270.0062i_04434
ESCO.0722.00270;ESCO.0722.00270.0127b_04658
ESCO.0722.00277;ESCO.0722.00277.0073b_04170
ESCO.0722.00277;ESCO.0722.00277.0144b_04266
ESCO.0722.00277;ESCO.0722.00277.0201b_04298
ESCO.0722.00297;ESCO.0722.00297.0002i_00605
ESCO.0722.00297;ESCO.0722.00297.0006i_01213
ESCO.0722.00297;ESCO.0722.00297.0012b_02205
ESCO.0722.00297;ESCO.0722.00297.0015i_02589
ESCO.0722.00297;ESCO.0722.00297.0015i_02621
ESCO.0722.00297;ESCO.0722.00297.0018i_02781
ESCO.0722.00297;ESCO.0722.00297.0018i_02813
ESCO.0722.00297;ESCO.0722.00297.0029i_03709
ESCO.0722.00297;ESCO.0722.00297.0043b_04285
ESCO.0722.00297;ESCO.0722.00297.0058i_04733
ESCO.0722.00297;ESCO.0722.00297.0099b_05053
ESCO.0722.00297;ESCO.0722.00297.0120b_05085
ESCO.0722.00306;ESCO.0722.00306.0008i_01091
ESCO.0722.00306;ESCO.0722.00306.0034i_03523
ESCO.0722.00306;ESCO.0722.00306.0048i_04067
ESCO.0722.00306;ESCO.0722.00306.0048i_04099
ESCO.0722.00306;ESCO.0722.00306.0097b_04739
ESCO.0722.00306;ESCO.0722.00306.0239b_04899
ESCO.0722.00308;ESCO.0722.00308.0023i_03063
ESCO.0722.00308;ESCO.0722.00308.0036i_03959
ESCO.0722.00308;ESCO.0722.00308.0036i_03991
ESCO.0722.00308;ESCO.0722.00308.0196b_05111
ESCO.0722.00308;ESCO.0722.00308.0308b_05239
ESCO.0722.00308;ESCO.0722.00308.0339b_05271
ESCO.0722.00308;ESCO.0722.00308.0517b_05399
ESCO.0722.00323;ESCO.0722.00323.0026i_02783
ESCO.0722.00323;ESCO.0722.00323.0029i_03135
ESCO.0722.00323;ESCO.0722.00323.0036i_03487
ESCO.0722.00323;ESCO.0722.00323.0053i_04223
ESCO.0722.00323;ESCO.0722.00323.0066b_04511
ESCO.0722.00323;ESCO.0722.00323.0069i_04543
ESCO.0722.00323;ESCO.0722.00323.0279b_04959
ESCO.0722.00331;ESCO.0722.00331.0007i_00726
ESCO.0722.00331;ESCO.0722.00331.0013i_01206
ESCO.0722.00331;ESCO.0722.00331.0013i_01238
ESCO.0722.00331;ESCO.0722.00331.0091i_04150
ESCO.0722.00331;ESCO.0722.00331.0104b_04182
ESCO.0722.00331;ESCO.0722.00331.0147b_04214
ESCO.0722.00343;ESCO.0722.00343.0013i_01664
ESCO.0722.00343;ESCO.0722.00343.0038i_03520
ESCO.0722.00343;ESCO.0722.00343.0085b_04672
ESCO.0722.00343;ESCO.0722.00343.0323b_05088
ESCO.0722.00348;ESCO.0722.00348.0064i_04323
ESCO.0722.00348;ESCO.0722.00348.0259b_04899
ESCO.0722.00348;ESCO.0722.00348.0342b_04963
ESCO.0722.00352;ESCO.0722.00352.0015i_02150
ESCO.0722.00352;ESCO.0722.00352.0021i_02566
ESCO.0722.00352;ESCO.0722.00352.0034i_03398
ESCO.0722.00352;ESCO.0722.00352.0037i_03494
ESCO.0722.00352;ESCO.0722.00352.0037i_03526
ESCO.0722.00352;ESCO.0722.00352.0047i_03910
ESCO.0722.00352;ESCO.0722.00352.0050i_04006
ESCO.0722.00352;ESCO.0722.00352.0077i_04550
ESCO.0722.00352;ESCO.0722.00352.0089b_04646
ESCO.0722.00352;ESCO.0722.00352.0133b_04774
ESCO.0722.00352;ESCO.0722.00352.0207b_04870
ESCO.0722.00352;ESCO.0722.00352.0282b_04934
ESCO.0722.00357;ESCO.0722.00357.0001i_00122
ESCO.0722.00357;ESCO.0722.00357.0037b_03386
ESCO.0722.00357;ESCO.0722.00357.0069b_04282
ESCO.0722.00357;ESCO.0722.00357.0093i_04442
ESCO.0722.00357;ESCO.0722.00357.0130b_04570
ESCO.0722.00357;ESCO.0722.00357.0193b_04698
ESCO.0722.00357;ESCO.0722.00357.0244b_04762
ESCO.0722.00357;ESCO.0722.00357.0276b_04794
ESCO.0722.00357;ESCO.0722.00357.0445b_04922
ESCO.0722.00359;ESCO.0722.00359.0001i_00347
ESCO.0722.00359;ESCO.0722.00359.0017i_02683
ESCO.0722.00359;ESCO.0722.00359.0043i_04347
ESCO.0722.00359;ESCO.0722.00359.0044i_04379
ESCO.0722.00359;ESCO.0722.00359.0048i_04443
ESCO.0722.00359;ESCO.0722.00359.0108b_04731
ESCO.0722.00359;ESCO.0722.00359.0125b_04763
ESCO.0722.00359;ESCO.0722.00359.0188b_04859
ESCO.0722.00359;ESCO.0722.00359.0273b_04955
ESCO.0722.00359;ESCO.0722.00359.0334b_05019
ESCO.0722.00359;ESCO.0722.00359.0391b_05083
ESCO.0722.00359;ESCO.0722.00359.0424b_05115
ESCO.0722.00359;ESCO.0722.00359.0456b_05147
ESCO.0722.00359;ESCO.0722.00359.0493b_05179
ESCO.0722.00359;ESCO.0722.00359.0529b_05211
ESCO.0722.00359;ESCO.0722.00359.0560b_05243
ESCO.0722.00359;ESCO.0722.00359.0592b_05275
ESCO.0722.00359;ESCO.0722.00359.0626b_05307
ESCO.0722.00359;ESCO.0722.00359.0662b_05339
ESCO.0722.00359;ESCO.0722.00359.0696b_05371
ESCO.0722.00359;ESCO.0722.00359.0732b_05403
ESCO.0722.00359;ESCO.0722.00359.0765b_05435
ESCO.0722.00359;ESCO.0722.00359.0802b_05467
ESCO.0722.00359;ESCO.0722.00359.0839b_05499
ESCO.0722.00359;ESCO.0722.00359.0871b_05531
ESCO.0722.00359;ESCO.0722.00359.0907b_05563
ESCO.0722.00359;ESCO.0722.00359.0945b_05595
ESCO.0722.00359;ESCO.0722.00359.0976b_05627
ESCO.0722.00359;ESCO.0722.00359.1050b_05691
ESCO.0722.00359;ESCO.0722.00359.1122b_05755
ESCO.0722.00359;ESCO.0722.00359.1157b_05787
ESCO.0722.00359;ESCO.0722.00359.1194b_05819
ESCO.0722.00359;ESCO.0722.00359.1231b_05851
ESCO.0722.00359;ESCO.0722.00359.1264b_05883
ESCO.0722.00359;ESCO.0722.00359.1298b_05915
ESCO.0722.00359;ESCO.0722.00359.1335b_05947
ESCO.0722.00375;ESCO.0722.00375.0011i_01373
ESCO.0722.00375;ESCO.0722.00375.0032b_02845
ESCO.0722.00323;ESCO.0722.00323.0056i_04327
ESCO.0722.00323;ESCO.0722.00323.0059i_04391
ESCO.0722.00323;ESCO.0722.00323.0069i_04551
ESCO.0722.00323;ESCO.0722.00323.0075b_04615
ESCO.0722.00323;ESCO.0722.00323.0079b_04647
ESCO.0722.00323;ESCO.0722.00323.0100i_04743
ESCO.0722.00323;ESCO.0722.00323.0125b_04807
ESCO.0722.00323;ESCO.0722.00323.0206b_04903
ESCO.0722.00323;ESCO.0722.00323.0246b_04935
ESCO.0722.00323;ESCO.0722.00323.0292b_04967
ESCO.0722.00323;ESCO.0722.00323.0356b_04999
ESCO.0722.00331;ESCO.0722.00331.0003i_00414
ESCO.0722.00331;ESCO.0722.00331.0014i_01406
ESCO.0722.00331;ESCO.0722.00331.0021i_02206
ESCO.0722.00331;ESCO.0722.00331.0069i_03934
ESCO.0722.00331;ESCO.0722.00331.0071i_03966
ESCO.0722.00331;ESCO.0722.00331.0080i_04094
ESCO.0722.00331;ESCO.0722.00331.0156b_04222
ESCO.0722.00343;ESCO.0722.00343.0008i_01096
ESCO.0722.00343;ESCO.0722.00343.0013i_01640
ESCO.0722.00343;ESCO.0722.00343.0111b_04808
ESCO.0722.00343;ESCO.0722.00343.0119i_04840
ESCO.0722.00343;ESCO.0722.00343.0148b_04904
ESCO.0722.00343;ESCO.0722.00343.0190b_04968
ESCO.0722.00343;ESCO.0722.00343.0292b_05064
ESCO.0722.00343;ESCO.0722.00343.0333b_05096
ESCO.0722.00348;ESCO.0722.00348.0029i_03179
ESCO.0722.00348;ESCO.0722.00348.0029i_03211
ESCO.0722.00348;ESCO.0722.00348.0269b_04907
ESCO.0722.00348;ESCO.0722.00348.0353b_04971
ESCO.0722.00352;ESCO.0722.00352.0019i_02478
ESCO.0722.00352;ESCO.0722.00352.0037i_03502
ESCO.0722.00352;ESCO.0722.00352.0059i_04270
ESCO.0722.00352;ESCO.0722.00352.0068i_04430
ESCO.0722.00352;ESCO.0722.00352.0090b_04654
ESCO.0722.00352;ESCO.0722.00352.0159b_04814
ESCO.0722.00352;ESCO.0722.00352.0290b_04942
ESCO.0722.00352;ESCO.0722.00352.0338b_04974
ESCO.0722.00357;ESCO.0722.00357.0055i_04066
ESCO.0722.00357;ESCO.0722.00357.0111b_04514
ESCO.0722.00357;ESCO.0722.00357.0251b_04770
ESCO.0722.00357;ESCO.0722.00357.0319b_04834
ESCO.0722.00357;ESCO.0722.00357.0402b_04898
ESCO.0722.00357;ESCO.0722.00357.0467b_04930
ESCO.0722.00359;ESCO.0722.00359.0001i_00003
ESCO.0722.00359;ESCO.0722.00359.0017i_02691
ESCO.0722.00359;ESCO.0722.00359.0055b_04515
ESCO.0722.00359;ESCO.0722.00359.0065i_04579
ESCO.0722.00359;ESCO.0722.00359.0114b_04739
ESCO.0722.00359;ESCO.0722.00359.0130b_04771
ESCO.0722.00359;ESCO.0722.00359.0146b_04803
ESCO.0722.00359;ESCO.0722.00359.0170b_04835
ESCO.0722.00359;ESCO.0722.00359.0194b_04867
ESCO.0722.00359;ESCO.0722.00359.0222b_04899
ESCO.0722.00359;ESCO.0722.00359.0251b_04931
ESCO.0722.00359;ESCO.0722.00359.0278b_04963
ESCO.0722.00359;ESCO.0722.00359.0308b_04995
ESCO.0722.00359;ESCO.0722.00359.0342b_05027
ESCO.0722.00359;ESCO.0722.00359.0432b_05123
ESCO.0722.00359;ESCO.0722.00359.0465b_05155
ESCO.0722.00359;ESCO.0722.00359.0499b_05187
ESCO.0722.00359;ESCO.0722.00359.0536b_05219
ESCO.0722.00359;ESCO.0722.00359.0568b_05251
ESCO.0722.00359;ESCO.0722.00359.0601b_05283
ESCO.0722.00359;ESCO.0722.00359.0637b_05315
ESCO.0722.00359;ESCO.0722.00359.0707b_05379
ESCO.0722.00359;ESCO.0722.00359.0740b_05411
ESCO.0722.00359;ESCO.0722.00359.0812b_05475
ESCO.0722.00359;ESCO.0722.00359.0883b_05539
ESCO.0722.00359;ESCO.0722.00359.0916b_05571
ESCO.0722.00359;ESCO.0722.00359.1022b_05667
ESCO.0722.00359;ESCO.0722.00359.1060b_05699
ESCO.0722.00359;ESCO.0722.00359.1095b_05731
ESCO.0722.00359;ESCO.0722.00359.1130b_05763
ESCO.0722.00359;ESCO.0722.00359.1167b_05795
ESCO.0722.00359;ESCO.0722.00359.1206b_05827
ESCO.0722.00359;ESCO.0722.00359.1239b_05859
ESCO.0722.00359;ESCO.0722.00359.1271b_05891
ESCO.0722.00359;ESCO.0722.00359.1306b_05923
ESCO.0722.00359;ESCO.0722.00359.1343b_05955
ESCO.0722.00375;ESCO.0722.00375.0005i_00837
ESCO.0722.00375;ESCO.0722.00375.0041i_03205
ESCO.0722.00375;ESCO.0722.00375.0076i_04261
ESCO.0722.00375;ESCO.0722.00375.0114b_04613
ESCO.0722.00375;ESCO.0722.00375.0277b_04837
ESCO.0722.00375;ESCO.0722.00375.0312b_04869
ESCO.0722.00379;ESCO.0722.00379.0025i_02620
ESCO.0722.00379;ESCO.0722.00379.0061b_04124
ESCO.0722.00379;ESCO.0722.00379.0092b_04636
ESCO.0722.00379;ESCO.0722.00379.0316b_05084
ESCO.0722.00379;ESCO.0722.00379.0369b_05116
ESCO.0722.00383;ESCO.0722.00383.0006b_00429
ESCO.0722.00383;ESCO.0722.00383.0090i_04301
ESCO.0722.00383;ESCO.0722.00383.0096i_04365
ESCO.0722.00383;ESCO.0722.00383.0117i_04493
ESCO.0722.00383;ESCO.0722.00383.0220b_04685
ESCO.0722.00383;ESCO.0722.00383.0289b_04749
ESCO.0722.00035;ESCO.0722.00035.0008b_01456
ESCO.0722.00035;ESCO.0722.00035.0009i_01488
ESCO.0722.00035;ESCO.0722.00035.0011i_01968
ESCO.0722.00035;ESCO.0722.00035.0015i_02352
ESCO.0722.00035;ESCO.0722.00035.0015i_02384
ESCO.0722.00035;ESCO.0722.00035.0085b_04784
ESCO.0722.00043;ESCO.0722.00043.0104b_04796
ESCO.0722.00053;ESCO.0722.00053.0030i_04355
ESCO.0722.00085;ESCO.0722.00085.0011i_01787
ESCO.0722.00129;ESCO.0722.00129.0004i_00854
ESCO.0722.00129;ESCO.0722.00129.0016i_03158
ESCO.0722.00129;ESCO.0722.00129.0016i_03190
ESCO.0722.00129;ESCO.0722.00129.0024i_04054
ESCO.0722.00129;ESCO.0722.00129.0090b_04918
ESCO.0722.00129;ESCO.0722.00129.0139b_04982
ESCO.0722.00129;ESCO.0722.00129.0250b_05078
ESCO.0722.00140;ESCO.0722.00140.0010i_01472
ESCO.0722.00140;ESCO.0722.00140.0032i_03744
ESCO.0722.00140;ESCO.0722.00140.0038i_04160
ESCO.0722.00140;ESCO.0722.00140.0102b_04576
ESCO.0722.00140;ESCO.0722.00140.0140b_04608
ESCO.0722.00142;ESCO.0722.00142.0002i_00312
ESCO.0722.00142;ESCO.0722.00142.0010i_01848
ESCO.0722.00142;ESCO.0722.00142.0010i_02008
ESCO.0722.00142;ESCO.0722.00142.0181b_04728
ESCO.0722.00149;ESCO.0722.00149.0001i_00109
ESCO.0722.00149;ESCO.0722.00149.0003i_00621
ESCO.0722.00149;ESCO.0722.00149.0031i_04141
ESCO.0722.00149;ESCO.0722.00149.0031i_04173
ESCO.0722.00149;ESCO.0722.00149.0035i_04397
ESCO.0722.00149;ESCO.0722.00149.0035i_04429
ESCO.0722.00149;ESCO.0722.00149.0037i_04525
ESCO.0722.00149;ESCO.0722.00149.0044i_04781
ESCO.0722.00149;ESCO.0722.00149.0068i_04973
ESCO.0722.00151;ESCO.0722.00151.0004i_00590
ESCO.0722.00151;ESCO.0722.00151.0004i_00622
ESCO.0722.00151;ESCO.0722.00151.0015i_03054
ESCO.0722.00151;ESCO.0722.00151.0063i_04814
ESCO.0722.00151;ESCO.0722.00151.0078b_04878
ESCO.0722.00151;ESCO.0722.00151.0187b_05038
ESCO.0722.00151;ESCO.0722.00151.0255b_05102
ESCO.0722.00166;ESCO.0722.00166.0038i_04274
ESCO.0722.00166;ESCO.0722.00166.0050i_04498
ESCO.0722.00166;ESCO.0722.00166.0051b_04530
ESCO.0722.00169;ESCO.0722.00169.0044i_04189
ESCO.0722.00169;ESCO.0722.00169.0048i_04221
ESCO.0722.00169;ESCO.0722.00169.0057i_04349
ESCO.0722.00169;ESCO.0722.00169.0061b_04381
ESCO.0722.00169;ESCO.0722.00169.0163b_04541
ESCO.0722.00169;ESCO.0722.00169.0209b_04573
ESCO.0722.00170;ESCO.0722.00170.0002i_00477
ESCO.0722.00170;ESCO.0722.00170.0003i_00541
ESCO.0722.00170;ESCO.0722.00170.0040i_04349
ESCO.0722.00170;ESCO.0722.00170.0048i_04605
ESCO.0722.00201;ESCO.0722.00201.0126b_04903
ESCO.0722.00201;ESCO.0722.00201.0254b_05031
ESCO.0722.00215;ESCO.0722.00215.0029i_03548
ESCO.0722.00215;ESCO.0722.00215.0032i_03676
ESCO.0722.00215;ESCO.0722.00215.0040i_04028
ESCO.0722.00215;ESCO.0722.00215.0070i_04476
ESCO.0722.00215;ESCO.0722.00215.0112b_04540
ESCO.0722.00230;ESCO.0722.00230.0045b_04266
ESCO.0722.00230;ESCO.0722.00230.0086i_04746
ESCO.0722.00230;ESCO.0722.00230.0119b_04810
ESCO.0722.00230;ESCO.0722.00230.0247b_04938
ESCO.0722.00256;ESCO.0722.00256.0001i_00236
ESCO.0722.00256;ESCO.0722.00256.0006i_01068
ESCO.0722.00256;ESCO.0722.00256.0006i_01100
ESCO.0722.00256;ESCO.0722.00256.0027i_03564
ESCO.0722.00256;ESCO.0722.00256.0052i_04620
ESCO.0722.00256;ESCO.0722.00256.0072i_04844
ESCO.0722.00256;ESCO.0722.00256.0088b_04908
ESCO.0722.00257;ESCO.0722.00257.0007i_00650
ESCO.0722.00257;ESCO.0722.00257.0046i_04138
ESCO.0722.00257;ESCO.0722.00257.0072i_04618
ESCO.0722.00257;ESCO.0722.00257.0091b_04682
ESCO.0722.00258;ESCO.0722.00258.0001i_00020
ESCO.0722.00258;ESCO.0722.00258.0001i_00052
ESCO.0722.00258;ESCO.0722.00258.0020i_02452
ESCO.0722.00258;ESCO.0722.00258.0020i_02484
ESCO.0722.00258;ESCO.0722.00258.0050i_04468
ESCO.0722.00258;ESCO.0722.00258.0257b_05044
ESCO.0722.00258;ESCO.0722.00258.0347b_05108
ESCO.0722.00269;ESCO.0722.00269.0028i_03249
ESCO.0722.00269;ESCO.0722.00269.0085i_04721
ESCO.0722.00269;ESCO.0722.00269.0156b_04849
ESCO.0722.00270;ESCO.0722.00270.0001i_00059
ESCO.0722.00270;ESCO.0722.00270.0003i_00603
ESCO.0722.00270;ESCO.0722.00270.0015i_02299
ESCO.0722.00270;ESCO.0722.00270.0017b_02587
ESCO.0722.00270;ESCO.0722.00270.0030i_03515
ESCO.0722.00270;ESCO.0722.00270.0033i_03579
ESCO.0722.00270;ESCO.0722.00270.0038i_03771
ESCO.0722.00270;ESCO.0722.00270.0046i_04059
ESCO.0722.00270;ESCO.0722.00270.0058b_04347
ESCO.0722.00270;ESCO.0722.00270.0061i_04411
ESCO.0722.00270;ESCO.0722.00270.0063i_04443
ESCO.0722.00270;ESCO.0722.00270.0066i_04475
ESCO.0722.00270;ESCO.0722.00270.0077b_04539
ESCO.0722.00270;ESCO.0722.00270.0221b_04731
ESCO.0722.00277;ESCO.0722.00277.0005i_00819
ESCO.0722.00277;ESCO.0722.00277.0007i_01043
ESCO.0722.00277;ESCO.0722.00277.0018b_02131
ESCO.0722.00277;ESCO.0722.00277.0022i_02451
ESCO.0722.00277;ESCO.0722.00277.0063b_04051
ESCO.0722.00277;ESCO.0722.00277.0105b_04243
ESCO.0722.00277;ESCO.0722.00277.0158b_04275
ESCO.0722.00297;ESCO.0722.00297.0002i_00486
ESCO.0722.00297;ESCO.0722.00297.0002i_00614
ESCO.0722.00297;ESCO.0722.00297.0015i_02630
ESCO.0722.00297;ESCO.0722.00297.0018i_02790
ESCO.0722.00297;ESCO.0722.00297.0018i_02822
ESCO.0722.00297;ESCO.0722.00297.0029i_03718
ESCO.0722.00297;ESCO.0722.00297.0038i_04166
ESCO.0722.00297;ESCO.0722.00297.0058i_04742
ESCO.0722.00297;ESCO.0722.00297.0165b_05126
ESCO.0722.00306;ESCO.0722.00306.0048i_04076
ESCO.0722.00306;ESCO.0722.00306.0210b_04876
ESCO.0722.00306;ESCO.0722.00306.0250b_04908
ESCO.0722.00306;ESCO.0722.00306.0310b_04940
ESCO.0722.00308;ESCO.0722.00308.0036i_03936
ESCO.0722.00308;ESCO.0722.00308.0036i_04000
ESCO.0722.00308;ESCO.0722.00308.0050i_04448
ESCO.0722.00308;ESCO.0722.00308.0079b_04832
ESCO.0722.00308;ESCO.0722.00308.0234b_05152
ESCO.0722.00308;ESCO.0722.00308.0259b_05184
ESCO.0722.00308;ESCO.0722.00308.0290b_05216
ESCO.0722.00308;ESCO.0722.00308.0350b_05280
ESCO.0722.00308;ESCO.0722.00308.0486b_05376
ESCO.0722.00323;ESCO.0722.00323.0053i_04200
ESCO.0722.00323;ESCO.0722.00323.0059i_04392
ESCO.0722.00323;ESCO.0722.00323.0069i_04552
ESCO.0722.00323;ESCO.0722.00323.0100i_04744
ESCO.0722.00323;ESCO.0722.00323.0148b_04840
ESCO.0722.00323;ESCO.0722.00323.0247b_04936
ESCO.0722.00323;ESCO.0722.00323.0293b_04968
ESCO.0722.00323;ESCO.0722.00323.0359b_05000
ESCO.0722.00331;ESCO.0722.00331.0005i_00703
ESCO.0722.00331;ESCO.0722.00331.0021i_02207
ESCO.0722.00331;ESCO.0722.00331.0069i_03935
ESCO.0722.00331;ESCO.0722.00331.0113b_04191
